accession	gene_symbol	advanced_n	advanced_beta	advanced_or	advanced_p	fibrosis_n	fibrosis_rho	fibrosis_p	advanced_fdr	fibrosis_fdr	advanced_direction	fibrosis_direction	present	source_category	evidence_tier	include_in_ecm_excluded_score	is_ecm_structural_gene	boundary
GSE135251	LATS2	216	0.22516236363448755	1.2525260643673444	0.13630569879387666	216	0.09702717539546633	0.15529257976809258	0.22717616465646112	0.2020930832598465	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LIMD1	216	-0.07359061811633247	0.9290519530389232	0.6145785205820746	216	0.0920639045300333	0.17763551747709358	0.6788948773871755	0.22500498880431852	negative	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	LMNA	216	0.3929204408473713	1.481300533625833	0.012136667891093083	216	0.2507736024206989	1.9616876883288853e-4	0.02956367819625238	5.647282739128609e-4	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	MRTFA	216	0.05530314102734982	1.056860944032896	0.7051542679745343	216	0.1379870024069219	0.04277292814151586	0.7526927579503455	0.06772380289073344	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	MRTFB	216	0.3744590303798516	1.4542045213271888	0.024522469452032958	216	0.16058468414909557	0.01818857435291359	0.0554674904272174	0.032749895341714644	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	RAC1	216	0.3284047847849148	1.388751003807211	0.03240996309708979	216	0.145091891627548	0.03306243311324137	0.06997605668689841	0.055104055188735616	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE135251	SRF	216	0.1825440559840765	1.2002670287338832	0.21523852760082945	216	0.12512750761166247	0.06642555184057274	0.32980096971094836	0.09717351649879262	positive	positive	TRUE	nuclear_mechanotransduction_MRTF_SRF_Hippo_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ATF3	78	0.33874076562934324	1.4031795456936473	0.2485833219331146	78	0.31242188280297534	0.005356745587220877	0.3472855232889101	0.016415833251160753	positive	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FOS	78	1.1513558727895756	3.162477921829468	0.004436845068101165	78	0.43674237540088173	6.398057480214781e-5	0.027660030490423294	5.255929708066285e-4	positive	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FOSB	78	-0.06338984523335552	0.9385775023922431	0.8147763853640027	78	0.1456337110266844	0.2032909331350403	0.8413451805389157	0.31660063357096435	negative	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FOSL1	78	-0.5023732407570152	0.605092923152935	0.09054778783899975	78	-0.1290303037466618	0.2602161482449983	0.1720407968940995	0.37455354671628543	negative	negative	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FOSL2	78	-0.3326626915122718	0.7170120076065102	0.26767042273512964	78	-0.04689966438858978	0.683461842799499	0.36326700228339026	0.7822756032042458	negative	negative	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	JUN	78	0.261744241960927	1.299194220567972	0.37976782971462275	78	0.23890384753995886	0.035162446029228155	0.46854472497258653	0.08790611507307039	positive	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	JUNB	78	1.044770780728679	2.8427468366065707	0.01064264176599507	78	0.3520716131760652	0.0015718726331975434	0.04595686217134235	0.005973116006150665	positive	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	JUND	78	0.4342046386405509	1.5437347435745188	0.14573300208876477	78	0.29020903752555866	0.009954630507047152	0.24288833681460797	0.027844076888766504	positive	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	MAFF	78	0.333600500891573	1.3959853372627484	0.23217706528878895	78	0.23416757677800817	0.03906445458337068	0.32920628660350676	0.09277807963550536	positive	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	MAFG	78	-0.09485791880714704	0.909502148438729	0.7322369186890412	78	0.012766763366710615	0.9116662348972929	0.7816012053422349	0.9447875532422637	negative	positive	TRUE	AP1_chromatin_priming_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	LOX	78	0.8641625778933687	2.3730180359120485	0.028060230422821495	78	0.2688296700637925	0.017317508588281117	0.07616348257622978	0.04446387340234341	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	LOXL2	78	0.1398757789819156	1.1501309195493477	0.6162813157643625	78	0.010848441410054617	0.9248972889634792	0.6807758720652841	0.9447875532422637	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	MMP14	78	0.37403127397497304	1.45358260905215	0.1636053939727793	78	0.22206230374117894	0.050700206257529676	0.25068568431312954	0.10703376876589599	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	MMP2	78	1.509268350316575	4.523420024471187	8.258389418218534e-4	78	0.326538086442644	0.0035253417219843434	0.01307578324551268	0.01196098084244688	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	PLOD2	78	-0.34231686224152347	0.7101231578410814	0.30330304576082423	78	-0.1397199874775449	0.22244752680069874	0.3896942107744734	0.3354367467629584	negative	negative	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	SPARC	78	0.8627362621097969	2.3696357754918367	0.01886428957988615	78	0.2901693481057658	0.009965248570716434	0.06637435222552535	0.027844076888766504	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	THY1	78	1.595195593137971	4.929293113744185	7.149246126772985e-4	78	0.5165710284109666	1.2889444661036014e-6	0.01307578324551268	4.081657475994738e-5	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TIMP1	78	1.5292221733250515	4.614586077847214	7.823151481279833e-4	78	0.49787731168851873	3.5182026370399183e-6	0.01307578324551268	8.355731262969806e-5	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TIMP2	78	1.3863704193834654	4.000304244624312	0.0015682447766751067	78	0.44108175196490357	5.300916021422308e-5	0.016460046775403584	5.255929708066285e-4	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	VCAN	78	1.3343426864386476	3.797498978286016	0.008153936156611146	78	0.4121084755160992	1.7759022123302649e-4	0.03873119674390295	0.00114386954354743	positive	positive	TRUE	ECM_remodeling_HSC_activation_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL1A1	78	1.0463311737243162	2.8471861014569337	0.006962662965787695	78	0.43716572921200586	6.282410284948184e-5	0.036747387874990614	5.255929708066285e-4	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL1A2	78	1.205777375713427	3.3393540020210124	0.00316592320949822	78	0.4479612513956699	3.913291102279101e-5	0.023135592684794686	5.255929708066285e-4	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL3A1	78	0.9119112842279042	2.4890753203764797	0.007551424598823374	78	0.4494694493477994	3.6581833602748306e-5	0.03775712299411687	5.255929708066285e-4	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL5A1	78	1.361498751266942	3.902037104552035	0.0025577793125089268	78	0.4358824379720359	6.639069104925834e-5	0.022089912244395278	5.255929708066285e-4	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL5A2	78	0.45762491842516273	1.5803161444150051	0.10368453401685421	78	0.23457770078253465	0.03871290035170013	0.1892866523189512	0.09277807963550536	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL6A1	78	0.25609057011371456	1.291869727429413	0.3633175392218791	78	0.03299513765448319	0.7742819370114872	0.4602022163477135	0.8756760001915629	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL6A2	78	0.41460695625676647	1.513775643704718	0.16216636797626097	78	0.22878304549277376	0.04393169838376205	0.25068568431312954	0.09705840340598591	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	COL6A3	78	0.4233252316493001	1.5270308539770605	0.12162763565501154	78	0.1898080352561629	0.09602400039015271	0.2139745442078907	0.18244560074129015	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	DCN	78	1.803624412168816	6.071613663533383	2.3339515287150998e-4	78	0.48110191692272697	8.247747620452853e-6	0.007390846507597817	1.567072047886042e-4	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FN1	78	-0.13804864856843113	0.8710563150722733	0.616141895770045	78	-0.04827556427474305	0.674690371930821	0.6807758720652841	0.7816534796759511	negative	negative	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	LAMA2	78	1.1109885712296748	3.037359557032023	0.002798518083777775	78	0.40686947210343866	2.184674806102671e-4	0.022154934829907387	0.0012971506661234608	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	LAMB1	78	-0.09912998892933265	0.9056249791505725	0.7278895108267367	78	0.023879800908717785	0.835599679083726	0.7816012053422349	0.912436431183379	negative	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	LUM	78	2.5047112561029463	12.240024223213668	1.2628988711542476e-4	78	0.5836858372807312	2.0378030938856826e-8	0.007390846507597817	1.2184644044507008e-6	positive	positive	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	POSTN	78	-0.552005979370272	0.5757936209969112	0.044942019029479426	78	-0.32917081795557185	0.00325362569676304	0.10673729519501364	0.011447942266388475	negative	negative	TRUE	ECM_structural_fibrosis_context	D	FALSE	TRUE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	CCL2	78	1.3165413486196886	3.730496551864096	0.0017326365026740615	78	0.4116851217049751	1.8061098056012053e-4	0.016460046775403584	0.00114386954354743	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	CXCL8	78	1.7394125870135841	5.6939977119106215	2.015644456147048e-4	78	0.5803254664049339	2.5651882198962122e-8	0.007390846507597817	1.2184644044507008e-6	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	IL6	78	0.054925906694349984	1.0564623349888356	0.8446651909606456	78	-0.014243618579289383	0.9014962042942161	0.8536509908644824	0.9447875532422637	positive	negative	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	NFKB1	78	0.05647931767656469	1.058104730509653	0.8416913883684343	78	0.19031076790687276	0.09513056553278926	0.8536509908644824	0.18244560074129015	positive	positive	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	NFKBIA	78	-0.37987670927908623	0.6839457281762689	0.19967559054391637	78	-0.07066039703792891	0.5387202077417501	0.2918335554103393	0.6561335863521315	negative	negative	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	RELA	78	-0.1548242574491036	0.8565656992976872	0.5852586825325727	78	-0.14990693855771814	0.19020151489519688	0.6665343999864123	0.3058765767835906	negative	negative	TRUE	NFkB_inflammatory_mechanostress_context	B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ACTA2	78	0.27582873514631345	1.3176221823319125	0.2872941591948368	78	8.731672354434203e-4	0.9939464289255571	0.3844076777959084	0.9939464289255571	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	CNN1	78	-0.8902187436271661	0.4105659342474427	0.009564160387567263	78	-0.2845731399149693	0.011564980039916897	0.04326643984851857	0.03139066010834587	negative	negative	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	MYL9	78	0.6751148696598368	1.964258596727947	0.018297874687834503	78	0.18740021045539468	0.10039466600405034	0.06637435222552535	0.18700967196832907	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	MYLK	78	-0.9375334152618527	0.3915925412908676	0.00575042169168029	78	-0.17013531284549072	0.13643060883565417	0.0321347094535075	0.2400168118405027	negative	negative	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	PXN	78	0.3245264545073265	1.38337539966334	0.2594449109302022	78	0.025123402728894777	0.8271673382504892	0.35720676142564073	0.912436431183379	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	RHOA	78	0.6598873599764843	1.9345744116216304	0.04461295015589032	78	0.37625569963652844	6.862347780992632e-4	0.10673729519501364	0.0028545420980750726	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ROCK1	78	-0.3754575540940919	0.6869748787006453	0.16064333084292517	78	0.05224450625403132	0.6496331321442328	0.25068568431312954	0.761915401897557	negative	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ROCK2	78	-0.4174737827347615	0.6587087611639639	0.12528346630734546	78	-0.0749733139887555	0.5141592520363536	0.21639871453086945	0.642699065045442	negative	negative	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TAGLN	78	0.5816762947113362	1.7890348682803185	0.03079799480021813	78	0.20253510920308065	0.07534764763444972	0.07907593259515466	0.1522984367079303	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TLN1	78	-0.08125373302580734	0.9219597301320085	0.7716032896799819	78	0.15764637541733026	0.16806351061332514	0.8144701391066476	0.2801058510222086	negative	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	VASP	78	0.14832831806454627	1.1598936478933068	0.5893567326195646	78	0.11883012285989095	0.3001031474847864	0.6665343999864123	0.4192617501625692	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	VCL	78	0.15802701152582327	1.1711978301208397	0.5702156082508156	78	0.059706117175093276	0.6035792376913276	0.6606156437052132	0.7258231339326091	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ZYX	78	0.8800747494061931	2.411079926474243	0.012642855883488303	78	0.376057252537564	6.910996658497545e-4	0.052220491692669076	0.0028545420980750726	positive	positive	TRUE	RhoA_ROCK_actomyosin_focal_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	SERPINE1	78	0.22862833741098265	1.2568748188418473	0.4344062098158226	78	0.09749044481791765	0.39580538613055527	0.5223872143354829	0.5449494446725036	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	SMAD2	78	-0.07802570150665786	0.9249406538696703	0.7842462652271665	78	0.12555086461148574	0.2733967618399661	0.8187186285338551	0.3876521249969669	negative	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	SMAD3	78	-0.6992131774033518	0.4969761820853674	0.023534140345176396	78	-0.21720696471984963	0.0561046612706522	0.07452477775972526	0.1158683221893904	negative	negative	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	SMAD4	78	-1.1307614405639852	0.3227873794195384	0.0038844791560147178	78	-0.09604839589877624	0.40286391386881804	0.02635896570152844	0.5467438831076816	negative	negative	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TGFB1	78	0.8554480140787443	2.3524280654169956	0.00465853145101866	78	0.4023977974734405	2.600259926233048e-4	0.027660030490423294	0.0014530864293655266	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TGFBR1	78	0.21247605976304654	1.236736505445884	0.4187068088055349	78	0.14891470306289606	0.19318520638963618	0.5099634209811001	0.3058765767835906	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TGFBR2	78	0.43507374978132535	1.5450770038407455	0.12783665141761033	78	0.1336871956690267	0.24325983351555797	0.21686574794058894	0.36108881537465637	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	THBS1	78	1.295956048884854	3.6544881738617825	0.0014804439241516037	78	0.4394147963336025	5.699877890978557e-5	0.016460046775403584	5.255929708066285e-4	positive	positive	TRUE	TGF_beta_SMAD_fibrogenic_context	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	AMOTL2	78	0.2095746721833903	1.2331534539337783	0.4792852780900558	78	0.08963193969892687	0.4351555314810527	0.5691512677319412	0.5741635484819445	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ANKRD1	78	0.5540276430402609	1.7402480195507226	0.04632455994617505	78	0.23106441618963425	0.04181149530221916	0.10733739499723487	0.09457362032644809	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TEAD1	78	-0.5262083717288656	0.5908409772979509	0.07591204581837228	78	-0.09450050852685382	0.4105221647807532	0.15343924154777377	0.5492902204812895	negative	negative	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TEAD2	78	0.6786620779747707	1.9712386036052223	0.02488196158424038	78	0.17983276108155172	0.11514770051457576	0.07616348257622978	0.20639682167706977	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TEAD3	78	-0.5803379953873145	0.5597091554781767	0.053353563774614914	78	-0.16259432308484298	0.15494098818209062	0.11787415252531201	0.26284631923747515	negative	negative	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	TEAD4	78	0.49919947548296917	1.6474019570431022	0.06639268454819329	78	0.1637056268390437	0.1521015223695057	0.1371153267843122	0.26272081136550984	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	WWTR1	78	0.273144891763419	1.3140906319405978	0.30355127997169506	78	0.08617896017694607	0.4531215862291821	0.3896942107744734	0.5896787765996205	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	YAP1	78	0.7635946990272895	2.1459765117696494	0.02053369945963494	78	0.3097097724504617	0.005792238586172623	0.06966790888090427	0.017195708302699977	positive	positive	TRUE	YAP_TAZ_TEAD_mechanotransduction	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ACTB	78	0.7876404384868169	2.198203505767233	0.023392370678695474	78	0.39248867233181745	3.7920312488699446e-4	0.07452477775972526	0.0018083737793213692	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	CAV1	78	0.170937104876584	1.186416126886329	0.5307390652793247	78	-0.08074150966532112	0.48222691831297526	0.6224717432288377	0.619075097834225	positive	negative	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	CFL1	78	0.8040835573710621	2.2346476337775028	0.018406511212125734	78	0.3498622354742614	0.001690172269777467	0.06637435222552535	0.006175629447263822	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FLNA	78	0.607244924495536	1.8353678497500396	0.03590921546726006	78	0.3218282752938885	0.00406227526950088	0.08977303866815015	0.013307453469054606	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FLNB	78	-0.5681507024360916	0.5665722311326734	0.04879154390476697	78	-0.19488828098965189	0.08729276907885371	0.11036182549887767	0.17276693880189797	negative	negative	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	PFN1	78	0.5460479068048802	1.7264165584706335	0.07959297444600176	78	0.27593407620671845	0.01447258545479532	0.15752776192437848	0.03819154495015432	positive	positive	TRUE	Zhao_2026_template_overlap_and_cytoskeleton_context	C	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	FERMT2	78	-1.147938777139053	0.31729010142687575	0.0011517523302360794	78	-0.3989051285316668	2.9740921011704816e-4	0.015630924481775364	0.0015696597200621986	negative	negative	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ITGA1	78	-0.4489893055084922	0.6382729246616411	0.1008904445629733	78	-0.07739436859612135	0.5006265944477575	0.18793318104867576	0.6341270196338261	negative	negative	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ITGA2	78	0.3517609338874836	1.4215686342051093	0.16171172914292198	78	0.07197014789109404	0.5312009890146507	0.25068568431312954	0.6553778435895042	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ITGA5	78	-0.37068646244100617	0.6902603301730301	0.1884267273558578	78	-0.05494338679994735	0.6328113142304805	0.2841355412508967	0.7514634356486957	negative	negative	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ITGAV	78	0.8367024477477405	2.308741215722639	0.0294403838059304	78	0.4142913936047077	1.6274005545598543e-4	0.07768990171009411	0.00114386954354743	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ITGB1	78	0.6265722268168137	1.8711855740934382	0.05925401775944719	78	0.3164172843954589	0.004767953364854464	0.1279348110715337	0.015098518988705801	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
GSE130970	ITGB3	78	0.11384583615168221	1.1205793587410595	0.6896373713573685	78	0.18585232308347227	0.10328544373495521	0.7530523020568967	0.1886945606696297	positive	positive	TRUE	integrin_FAK_adhesion	A/B	TRUE	FALSE	Gene-level bulk association within locked program; not a mechanism validation or feature-selection step.
