gene_a	gene_b	n_cohorts_tested	n_significant_edges	n_positive_edges	n_negative_edges	median_rho	median_abs_rho	min_fdr	reproducible_edge	boundary
ATF3	RAC1	3	2	2	0	0.5310125150335202	0.5310125150335202	2.5235201564994993e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	VCL	3	2	2	0	0.5296371711975613	0.5296371711975613	3.126256023785165e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	WWTR1	3	2	2	0	0.5295315013624872	0.5295315013624872	5.5715644716395084e-27	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	TIMP1	3	2	2	0	0.5291560985484465	0.5291560985484465	3.356757339396251e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	SMAD2	3	2	2	0	0.5264292263542075	0.5264292263542075	5.973154588925944e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	NFKB1	3	2	2	0	0.5262964883218046	0.5262964883218046	1.811545715653929e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	ZYX	3	2	2	0	0.5254563640910227	0.5254563640910227	5.920985835644781e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	VASP	3	2	2	0	0.5254365887277279	0.5254365887277279	1.1238081060845596e-18	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	RHOA	3	2	2	0	0.524772859881637	0.524772859881637	6.565358029304613e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	LAMA2	3	2	2	0	0.5240282018451031	0.5240282018451031	3.9940634884963616e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	SPARC	3	2	2	0	0.5223865490182068	0.5223865490182068	9.393487809187628e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	ZYX	3	2	2	0	0.5214101144333702	0.5214101144333702	1.0889193556113876e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	NFKB1	3	2	2	0	0.5197966590371652	0.5197966590371652	1.1856739332618586e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	ROCK2	3	2	2	0	0.5192571952511937	0.5192571952511937	4.162707302157101e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	WWTR1	3	2	2	0	0.5190009520995436	0.5190009520995436	3.23198079424732e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	FERMT2	3	2	2	0	0.5184760475833243	0.5184760475833243	4.122933318919193e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PLOD2	YAP1	3	2	2	0	0.5178477625660723	0.5178477625660723	3.7611808855039286e-33	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	COL5A2	3	2	2	0	0.5175522833973538	0.5175522833973538	2.66175210539441e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	MAFG	3	2	2	0	0.5173019468794117	0.5173019468794117	2.4940907803792545e-18	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	MAFG	3	2	2	0	0.517085223686874	0.517085223686874	2.0550546122405197e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	MMP2	3	2	2	0	0.516167785994092	0.516167785994092	8.187389259871204e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	SRC	3	2	2	0	0.5138916248071177	0.5138916248071177	3.356757339396251e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD4	ZYX	3	2	2	0	0.5137570106812417	0.5137570106812417	3.3329970551817548e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	PARVA	3	2	2	0	0.5137267795495642	0.5137267795495642	2.1758168300334704e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	MMP2	3	2	2	0	0.5110148067894547	0.5110148067894547	1.5710860320081977e-27	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	PARVA	3	2	2	0	0.5091106109860798	0.5091106109860798	6.524763166649516e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	ITGAV	3	2	2	0	0.5089522380595148	0.5089522380595148	6.672419015443936e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	CDC42	3	2	2	0	0.5066605929281985	0.5066605929281985	5.439556577157557e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFB	SMAD3	3	2	2	0	0.5061647213545947	0.5061647213545947	4.8840956623648235e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	COL1A1	3	2	2	0	0.505793114945403	0.505793114945403	1.0489175609840969e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	COL6A2	3	2	2	0	0.5057109515474106	0.5057109515474106	1.0604319398471991e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	LOX	3	2	2	0	0.5053931796870205	0.5053931796870205	1.1085952305738736e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	TGFBR2	3	2	2	0	0.504066942447224	0.504066942447224	9.343420113808132e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	TEAD4	3	2	2	0	0.5027078198120958	0.5027078198120958	1.6276331719718962e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	LATS2	3	2	2	0	0.5024975024975024	0.5024975024975024	1.4735856391559428e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	VASP	3	2	2	0	0.5014122578263613	0.5014122578263613	1.947175874732577e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	PFN1	3	2	2	0	0.5009740530370687	0.5009740530370687	1.5744854225324523e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	ROCK1	3	2	2	0	0.5009547414610704	0.5009547414610704	4.612677630080269e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	TLN1	3	2	2	0	0.5006144393241168	0.5006144393241168	2.1709658252992077e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	COL1A1	3	2	2	0	0.5000297693470986	0.5000297693470986	2.3518316414925672e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	TGFBR2	3	2	2	0	0.4997496634820578	0.4997496634820578	1.381597722145872e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	RAC1	3	2	2	0	0.4997368389716476	0.4997368389716476	6.838238100845856e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	VCL	3	2	2	0	0.49951101367737727	0.49951101367737727	2.523285269420489e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SRC	TLN1	3	2	2	0	0.49910691958703957	0.49910691958703957	2.6595487593977804e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	SPARC	3	2	2	0	0.49867853665322004	0.49867853665322004	4.2913087868225e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	TIMP1	3	2	2	0	0.4985353481227449	0.4985353481227449	1.8437891596603925e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	YAP1	3	2	2	0	0.4979387704068874	0.4979387704068874	3.1250575694251936e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	LOXL2	3	2	2	0	0.497792113989297	0.497792113989297	8.257050884148542e-36	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	NFKB1	3	2	2	0	0.49635174951630634	0.49635174951630634	1.4914854945853697e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	SRC	3	2	2	0	0.49621810214458373	0.49621810214458373	3.9625889597709084e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	FLNA	3	2	2	0	0.49384792422767093	0.49384792422767093	3.7244172500578356e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	TLN1	3	2	2	0	0.4932156451143792	0.4932156451143792	3.253850907041887e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	THY1	3	2	2	0	0.4929863418235511	0.4929863418235511	6.067855766213733e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TGFBR2	THY1	3	2	2	0	0.4917234664070106	0.4917234664070106	1.3637868720221094e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	RHOA	3	2	2	0	0.4908382756484021	0.4908382756484021	6.382571269891282e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	WWTR1	3	2	2	0	0.49026149906431593	0.49026149906431593	3.19381131967751e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	VASP	3	2	2	0	0.48997837605432526	0.48997837605432526	5.2811968358993714e-39	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	ATF3	3	2	2	0	0.48848640731611465	0.48848640731611465	1.1154394976356981e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	SMAD4	3	2	2	0	0.48828386803070334	0.48828386803070334	2.3885382982660916e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	LMNA	3	2	2	0	0.48796743162940337	0.48796743162940337	2.107728890082549e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	VCL	3	2	2	0	0.4877021712464749	0.4877021712464749	1.0537349052700636e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	PTK2	3	2	2	0	0.48759808266850513	0.48759808266850513	9.628305232553032e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	SPARC	3	2	2	0	0.48698660494435136	0.48698660494435136	4.246038080361207e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	PARVA	3	2	2	0	0.48684227165239813	0.48684227165239813	2.3114504817897408e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	THBS1	3	2	2	0	0.4850577825929938	0.4850577825929938	8.060205556619278e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	ITGAV	3	2	2	0	0.48482562506535737	0.48482562506535737	1.8019928425891597e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	VCAN	3	2	2	0	0.48412307007403343	0.48412307007403343	2.7256078990094076e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	VCL	3	2	2	0	0.48411082588297766	0.48411082588297766	3.051392688310195e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	LAMB1	3	2	2	0	0.4833489885198737	0.4833489885198737	4.313350168599359e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD2	TGFB1	3	2	2	0	0.4832931153353688	0.4832931153353688	1.4492839858935824e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	YAP1	3	2	2	0	0.4830591943267999	0.4830591943267999	2.057330147470662e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	MRTFB	3	2	2	0	0.4827703941627991	0.4827703941627991	8.998682234289438e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	TEAD3	3	2	2	0	0.48256262516825893	0.48256262516825893	1.6894101378811932e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	TIMP1	3	2	2	0	0.48153112710074725	0.48153112710074725	6.119993282627703e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	SRC	3	2	2	0	0.4812846068660021	0.4812846068660021	2.8749676797968714e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	MAFF	3	2	2	0	0.4810253038101138	0.4810253038101138	8.060205556619278e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	WWTR1	3	2	2	0	0.48072408811845424	0.48072408811845424	3.197683512843568e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	TGFBR2	3	2	2	0	0.4796734955185659	0.4796734955185659	7.944982369639773e-26	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	TIMP1	3	2	2	0	0.47958775408137744	0.47958775408137744	3.593713333908892e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD1	WWTR1	3	2	2	0	0.479427262877967	0.479427262877967	8.864867153758702e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	RHOA	3	2	2	0	0.47892613715398513	0.47892613715398513	8.131837881848747e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	TLN1	3	2	2	0	0.47876850164922174	0.47876850164922174	3.996843798114413e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	RHOA	3	2	2	0	0.478763738553686	0.478763738553686	3.996843798114413e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	SRF	3	2	2	0	0.47857559628002233	0.47857559628002233	1.5335690930842364e-34	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	TEAD3	3	2	2	0	0.4778873289751009	0.4778873289751009	4.4709714510194674e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	NFKB1	3	2	2	0	0.47782183641148374	0.47782183641148374	4.5023022699202587e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
THY1	VCL	3	2	2	0	0.47781332591459164	0.47781332591459164	7.530507642428318e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	ITGA2	3	2	2	0	0.47755179093207256	0.47755179093207256	1.9421367231983287e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	PXN	3	2	2	0	0.4773671164516234	0.4773671164516234	1.4701633397010717e-28	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
THY1	VASP	3	2	2	0	0.4769028439914515	0.4769028439914515	5.297069031140745e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	THY1	3	2	2	0	0.4767884468563405	0.4767884468563405	2.061708794848172e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	TEAD4	3	2	2	0	0.4767843658688728	0.4767843658688728	5.392737272761542e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	TGFBR1	3	2	2	0	0.4766096285976255	0.4766096285976255	5.271010239918714e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD4	TLN1	3	2	2	0	0.47571178508912937	0.47571178508912937	5.885650039546797e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	TGFBR2	3	2	2	0	0.4751324624742345	0.4751324624742345	3.0565573785086903e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	COL3A1	3	2	2	0	0.47473981071622623	0.47473981071622623	3.641729695031847e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	SMAD4	3	2	2	0	0.47331658951377253	0.47331658951377253	5.142338069817749e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	TLN1	3	2	2	0	0.4728324938377451	0.4728324938377451	8.473790048040256e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	LATS1	3	2	2	0	0.4725491644505728	0.4725491644505728	1.423090745575206e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUN	RAC1	3	2	2	0	0.4718322437752295	0.4718322437752295	9.579176274918562e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	LATS1	3	2	2	0	0.4711870408072939	0.4711870408072939	3.272878557445856e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	SRF	3	2	2	0	0.47062444597655856	0.47062444597655856	6.4661127690363186e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	MMP2	3	2	2	0	0.47032075905315335	0.47032075905315335	1.707031534483388e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	VCL	3	2	2	0	0.4702765588841537	0.4702765588841537	9.11129332736004e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	VASP	3	2	2	0	0.46992248258071034	0.46992248258071034	2.9039294522690237e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	MYLK	3	2	2	0	0.4689867094930385	0.4689867094930385	2.851358169387883e-32	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	LMNA	3	2	2	0	0.46868321551865844	0.46868321551865844	6.687222217225363e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	NFKB1	3	2	2	0	0.46845559503787343	0.46845559503787343	1.0302627641906498e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PLOD2	WWTR1	3	2	2	0	0.4681826389572868	0.4681826389572868	1.7560005070311608e-29	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOX	SPARC	3	2	2	0	0.46794977174724	0.46794977174724	3.5160292923178e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	ITGB3	3	2	2	0	0.46779802476005	0.46779802476005	3.563324751854074e-26	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	TGFBR1	3	2	2	0	0.4674186572920749	0.4674186572920749	1.7464437396487482e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	ITGAV	3	2	2	0	0.4673044092058176	0.4673044092058176	2.8941537084131704e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	TGFB1	3	2	2	0	0.4667791129058734	0.4667791129058734	2.1895395122797838e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	MYL9	3	2	2	0	0.4661922584457795	0.4661922584457795	8.70616163556579e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK1	TGFBR2	3	2	2	0	0.46570389704192516	0.46570389704192516	1.0817436280017434e-28	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	PFN1	3	2	2	0	0.4655976934457946	0.4655976934457946	3.1513966687725145e-31	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	ROCK1	3	2	2	0	0.46533865195837015	0.46533865195837015	2.533353309621399e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	COL5A1	3	2	2	0	0.4652806058657521	0.4652806058657521	2.1643054256390167e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	YAP1	3	2	2	0	0.4652185115803664	0.4652185115803664	3.935012839133468e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	PTK2	3	2	2	0	0.4650159966615662	0.4650159966615662	2.7444376049301057e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	NFKB1	3	2	2	0	0.46499070549703453	0.46499070549703453	4.307561583344945e-28	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	MMP2	3	2	2	0	0.46463044332511694	0.46463044332511694	2.345096933172728e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	COL6A3	3	2	2	0	0.4645363721882851	0.4645363721882851	2.371535792246573e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	RAC1	3	2	2	0	0.46451787648970744	0.46451787648970744	8.696633532199637e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	ITGB1	3	2	2	0	0.4642429167077054	0.4642429167077054	2.766011522578598e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	LUM	3	2	2	0	0.46360681571949175	0.46360681571949175	1.2258604634380637e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TLN1	VASP	3	2	2	0	0.46313483132687927	0.46313483132687927	2.8115410894920425e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	TLN1	3	2	2	0	0.46259421998356726	0.46259421998356726	2.9916424050218104e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	ZYX	3	2	2	0	0.46236334088446757	0.46236334088446757	4.821410741953717e-39	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	RELA	3	2	2	0	0.46197757641419607	0.46197757641419607	2.023513386301053e-27	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	SPARC	3	2	2	0	0.46156896366948874	0.46156896366948874	3.39531727595688e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TIMP1	VASP	3	2	2	0	0.4614246512980689	0.4614246512980689	6.473302693711891e-31	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS1	SMAD3	3	2	2	0	0.4611650087002199	0.4611650087002199	2.384576621126712e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	MMP14	3	2	2	0	0.46079237218477714	0.46079237218477714	2.5505464067808066e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	LAMA2	3	2	2	0	0.46022338918062844	0.46022338918062844	4.0226167598696285e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD2	TEAD1	3	2	2	0	0.45964657408319376	0.45964657408319376	1.5624119621029622e-18	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	ITGB1	3	2	2	0	0.45844003414425943	0.45844003414425943	1.2723404522653395e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	TAGLN	3	2	2	0	0.45811172395679434	0.45811172395679434	8.219527283903842e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	YAP1	3	2	2	0	0.4577834137693292	0.4577834137693292	4.584298335507867e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	MRTFB	3	2	2	0	0.4572010268212799	0.4572010268212799	6.949901448120903e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	RHOA	3	2	2	0	0.4571702449421879	0.4571702449421879	5.834324154740013e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	SRF	3	2	2	0	0.4566699123661148	0.4566699123661148	7.40477447546643e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	TAGLN	3	2	2	0	0.4566507436225746	0.4566507436225746	5.007420711225562e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	SMAD3	3	2	2	0	0.4561131356906004	0.4561131356906004	5.213258212616379e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	YAP1	3	2	2	0	0.4560474736531074	0.4560474736531074	6.0903608733605734e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	PFN1	3	2	2	0	0.4553580222594307	0.4553580222594307	1.1004248980176296e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	LATS2	3	2	2	0	0.4550502314586821	0.4550502314586821	5.6629112593228974e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	THY1	3	2	2	0	0.4549763616665024	0.4549763616665024	3.2143483847657123e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	SRF	3	2	2	0	0.4549517384024425	0.4549517384024425	6.337213254583219e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	WWTR1	3	2	2	0	0.45454816084973615	0.45454816084973615	1.5367026955307563e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	ITGAV	3	2	2	0	0.4544141304704684	0.4544141304704684	4.6133345670168506e-38	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	TEAD2	3	2	2	0	0.4543088152990628	0.4543088152990628	8.246692799980347e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TGFBR2	WWTR1	3	2	2	0	0.4542052179711594	0.4542052179711594	8.346603243985778e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	TLN1	3	2	2	0	0.4541660870774794	0.4541660870774794	8.511074033264586e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	SMAD3	3	2	2	0	0.453660263786846	0.453660263786846	1.0041529535283499e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	LUM	3	2	2	0	0.45326504481434055	0.45326504481434055	6.3227258543856e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	TAGLN	3	2	2	0	0.45318707114481754	0.45318707114481754	2.4115229635040378e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	PFN1	3	2	2	0	0.45308112742471324	0.45308112742471324	9.540973341126559e-12	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	LATS1	3	2	2	0	0.45281361830657596	0.45281361830657596	6.73775060259424e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	SERPINE1	3	2	2	0	0.452117502750414	0.452117502750414	9.339235401512859e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	SRC	3	2	2	0	0.4515486014360732	0.4515486014360732	1.1416662417830865e-11	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LUM	MYL9	3	2	2	0	0.4513690534817295	0.4513690534817295	8.658519293392167e-10	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	SRC	3	2	2	0	0.4511817296627422	0.4511817296627422	1.013571969238141e-9	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	ITGA5	3	2	2	0	0.4492965954233559	0.4492965954233559	8.707755383773774e-8	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	TIMP2	3	2	2	0	0.4492022062444597	0.4492022062444597	3.954719900213842e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	MAFG	3	2	2	0	0.4489723891132341	0.4489723891132341	5.76297747999958e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	YAP1	3	2	2	0	0.44862732204504346	0.44862732204504346	6.81270799013667e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	ZYX	3	2	2	0	0.4484573524333464	0.4484573524333464	1.5886614947976784e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
