accession	gene_a	gene_b	n_pair	rho	p_value	fdr	edge_significant	edge_direction	boundary
GSE135251	COL3A1	THBS1	216	0.6501411067052477	2.4649710075018036e-27	4.0612898702935625e-26	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	AMOTL2	COL3A1	216	0.474727015087105	1.5362821212712817e-13	6.666180438752452e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ANKRD1	COL3A1	216	0.543422488963481	5.399384228692234e-18	3.641729695031847e-17	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	TEAD1	216	0.07925195584610437	0.2461189172547662	0.28141381960116035	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	TEAD2	216	0.5373343335833958	1.4756037355550703e-17	9.47995781187538e-17	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	TEAD3	216	0.26561164100548945	7.741878324754767e-5	1.3838065140124112e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	TEAD4	216	0.49321139808761705	1.2150579200037184e-14	5.890590241928993e-14	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	WWTR1	216	0.20379023327260384	0.002618005128976728	0.0038951659116564777	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	YAP1	216	0.24069469748389477	3.5756632177352056e-4	5.928457581577309e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ACTB	COL3A1	216	0.26054608890317815	1.0700349440729719e-4	1.8758170495821827e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CAV1	COL3A1	216	0.4132521225544481	2.561857308546623e-10	8.049748685897729e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CFL1	COL3A1	216	0.4992807725740958	5.1060665770602976e-15	2.5966500303615297e-14	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	FLNA	216	0.6916062348920563	4.534417083206436e-32	1.1185730539512008e-30	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	FLNB	216	0.3806225365865275	7.444301379810218e-9	2.055584765668066e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	PFN1	216	0.29360673501708756	1.1483942792036374e-5	2.2400963113343125e-5	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	FERMT2	216	-0.09135140928089164	0.18102876939224125	0.2113738115419344	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	ITGA1	216	0.09920218149775538	0.14619732651055475	0.1733858483689134	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	ITGA2	216	0.48924600801441814	2.1212679606499992e-14	1.0054629983335718e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	ITGA5	216	0.34342395122590164	2.263440476244787e-7	5.372813251692171e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	ITGAV	216	0.4173733909667892	1.630122531630697e-10	5.270454093939943e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	ITGB1	216	0.2826325629026304	2.4866337230630453e-5	4.6772245519370106e-5	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	ITGB3	216	0.37898760404386805	8.730245273340197e-9	2.3899782431308385e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	PARVA	216	0.5230498100715655	1.4438454258462746e-16	8.504973385756749e-16	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	PARVB	216	0.31505852653639593	2.307953408613519e-6	4.838033788478573e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	PTK2	216	0.25938746591409756	1.1511970378085517e-4	2.0070655110562998e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	SRC	216	0.4828302313673656	5.147280923828719e-14	2.340387914958781e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CDC42	COL3A1	216	0.33322020981435835	5.361443948929296e-7	1.210255168451431e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	LATS1	216	0.09310184689029398	0.17277681376258913	0.2024129318362495	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	LATS2	216	0.29022374641279364	1.4622087399388875e-5	2.818981875573028e-5	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	LIMD1	216	0.2590707200609676	1.1743685841728453e-4	2.0434745628728583e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	LMNA	216	0.37760273401683747	9.984967426191835e-9	2.7118539877096434e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	MRTFA	216	0.3647661915478869	3.3658744555529564e-8	8.647082533972354e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	MRTFB	216	0.24593291179937837	2.6254430497533977e-4	4.4152931138037365e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	RAC1	216	0.3921909048690743	2.350449602023091e-9	6.749040175583988e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL3A1	SRF	216	0.2430250419747794	3.119136079190467e-4	5.198560131984112e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	COL5A2	216	0.2434822991462151	3.036174255355384e-4	5.065963396921445e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	COL6A1	216	0.7498886626418508	2.8977706833035234e-40	1.504482104761655e-38	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	COL6A2	216	0.7694483144595672	1.5259254408156e-43	1.19530826197222e-41	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	COL6A3	216	0.6553043022660426	6.961733154423816e-28	1.1909631622414688e-26	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	DCN	216	0.3838007120827826	5.447596239796817e-9	1.51927028174221e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	FN1	216	-0.034100191714595315	0.6181983482899556	0.6534665233775868	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LAMA2	216	0.6911334976601292	5.18803900874893e-32	1.2727798996738446e-30	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LAMB1	216	0.7030150394741541	1.622526553298176e-33	4.5563402896077704e-32	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LUM	216	0.32289500946665234	1.2437679218327073e-6	2.6932220033865365e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	POSTN	216	-0.2036175710594315	0.0026405386467105224	0.003923462581551575	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CCL2	COL5A1	216	0.5359161218876146	1.8595993526766224e-17	1.1727558064549605e-16	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	CXCL8	216	0.444282101123054	7.293357740657056e-12	2.6913092819862606e-11	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	IL6	216	0.1073391658833996	0.11573012426269946	0.13926056258177896	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	NFKB1	216	0.5361638028554757	1.7861196543168562e-17	1.1312091144006757e-16	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	NFKBIA	216	0.24069946057943054	3.5746698800624704e-4	5.928457581577309e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	RELA	216	0.5643875254527917	1.4421994284131078e-19	1.1238081060845596e-18	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ACTA2	COL5A1	216	0.5361245073173054	1.7975846575929038e-17	1.1368577190017445e-16	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CNN1	COL5A1	216	0.38070089739776514	7.38750095389896e-9	2.042426734313242e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	MYL9	216	0.6027221090987032	9.45330124075668e-23	9.793269150807095e-22	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	MYLK	216	-0.1489539051429524	0.028619507990693925	0.03763950019983752	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	PXN	216	0.6005251312828206	1.4779486827330812e-22	1.5100780019229307e-21	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	RHOA	216	0.524772859881637	1.102803700331122e-16	6.565358029304613e-16	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ROCK1	216	-0.1865347289203253	0.005963923855300402	0.00851036114219121	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ROCK2	216	-0.09312804391574082	0.1726554727153013	0.20233771277528093	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TAGLN	216	0.5786589504518986	1.053318454840835e-20	9.079279731398319e-20	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TLN1	216	0.5853534812274497	2.9517109309114444e-21	2.6678925721699594e-20	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	VASP	216	0.6551387846961739	7.252480159865456e-28	1.2359665615953917e-26	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	VCL	216	0.4215410995606044	1.0255247903496389e-10	3.379312316539585e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ZYX	216	0.7376010669334	2.3460327678637913e-38	9.699107693066509e-37	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	SERPINE1	216	0.21353076364329177	0.0015966161514113471	0.0024464279739367417	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	SMAD2	216	-0.036823491587182504	0.5904148805116296	0.626452668737267	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	SMAD3	216	0.5351611712451921	2.1023215108790114e-17	1.318379992426234e-16	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	SMAD4	216	-0.20284594958263374	0.0027434068125121386	0.004066836460115106	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TGFB1	216	0.6156610581216732	6.3323824082095514e-24	7.176164328085189e-23	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TGFBR1	216	-0.19967730027745031	0.0032050407701720066	0.004713605744011202	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TGFBR2	216	-0.04374903249621929	0.5224637231367185	0.5614685227719998	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	THBS1	216	0.5152752473832743	4.779365933506022e-16	2.691030125233845e-15	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	AMOTL2	COL5A1	216	0.5442872622917634	4.673102347275136e-18	3.1758602710172725e-17	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ANKRD1	COL5A1	216	0.4857709526577743	3.436496357259817e-14	1.590047278255449e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TEAD1	216	-0.25643672822967645	1.3846869614584883e-4	2.3935839267952573e-4	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TEAD2	216	0.6365519951416425	6.127776450231914e-26	8.316268039600455e-25	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TEAD3	216	0.6491063242000976	3.1665033593954847e-27	5.0675403224734196e-26	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	TEAD4	216	0.6020850450707914	1.0765006239267006e-22	1.1075058262287369e-21	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	WWTR1	216	-0.07802664951952273	0.2535203179517568	0.2889727817561433	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	YAP1	216	-0.06685361816644636	0.3281055626053232	0.36688989156843677	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ACTB	COL5A1	216	0.4652806058657521	5.302911837959874e-13	2.1643054256390167e-12	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CAV1	COL5A1	216	0.20886531156598673	0.0020288465220672193	0.0030717828309824056	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CFL1	COL5A1	216	0.6449290894152109	8.617829483367198e-27	1.2999529947038696e-25	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	FLNA	216	0.8053501470605745	1.7038039666983604e-50	2.4540273262284448e-48	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	FLNB	216	0.5390526202979316	1.1133501192582727e-17	7.321219856389082e-17	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	PFN1	216	0.49604186760975955	8.127131940408417e-15	4.0544853758573834e-14	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	FERMT2	216	-0.45271913216399334	2.5992777776322213e-12	9.944965961549158e-12	TRUE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ITGA1	216	-0.28595124971719116	1.9752184284895486e-5	3.748130167108302e-5	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ITGA2	216	0.37838454227242146	9.25670311048839e-9	2.5217315063044945e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ITGA5	216	0.49618833279748503	7.95894413944702e-15	3.975020758683551e-14	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ITGAV	216	0.033502423224853826	0.6243720403416115	0.6595271256506495	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ITGB1	216	-0.12602912632920132	0.06447609562605847	0.08066254019238274	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	ITGB3	216	0.1933995403612808	0.004332600586812193	0.006264592493561025	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	PARVA	216	0.28136081639457483	2.7139187491371274e-5	5.072267565884167e-5	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	PARVB	216	0.41938103573512425	1.3049923284232214e-10	4.26246579839772e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	PTK2	216	-0.05502447040331511	0.42104556956638883	0.4620222335005963	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	SRC	216	0.6109884614010644	1.7051229832290218e-23	1.8614606650654237e-22	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CDC42	COL5A1	216	-0.021661367722883098	0.7515883622426978	0.778617642091333	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LATS1	216	-0.15634265709284462	0.021528875932318253	0.028763145133991922	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LATS2	216	0.2294787982709963	6.774825914417993e-4	0.0010818883300384955	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LIMD1	216	0.3881482275330737	3.534493244243986e-9	1.003274782933846e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	LMNA	216	0.6142297479131686	8.592182931178405e-24	9.615061851556785e-23	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	MRTFA	216	0.7318436752045153	1.6905635336971964e-37	6.50721222237757e-36	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	MRTFB	216	-0.06929827695018993	0.3106867374887832	0.34916090684304485	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	RAC1	216	0.34855023279629427	1.450466087428916e-7	3.5064055659827337e-07	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A1	SRF	216	0.5671429762202455	8.787621943906786e-20	7.019093377378139e-19	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	COL6A1	216	-0.03567796711082532	0.6020321738097272	0.6371352586064072	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	COL6A2	216	0.0692244489693852	0.3112037392093276	0.34956596114959687	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	COL6A3	216	0.4730766024839543	1.9128004730671686e-13	8.220071330360836e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	DCN	216	0.4304385620214577	3.7318746089849586e-11	1.271000772625312e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	FN1	216	0.44393122090046316	7.608456601329448e-12	2.8006396310746895e-11	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	LAMA2	216	0.48370664094595073	4.5652153815144656e-14	2.0884924875473453e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	LAMB1	216	0.3537443884780719	9.165282811939683e-8	2.2634395882362105e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	LUM	216	0.40651948701461077	5.291825780578849e-10	1.6095369284934987e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	POSTN	216	0.32933352385715475	7.386323450627156e-7	1.6440645168021062e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CCL2	COL5A2	216	0.3198954500529894	1.5790816922342223e-6	3.376724020989369e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	CXCL8	216	0.3371414554304753	3.863189579641842e-7	8.868453199537698e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	IL6	216	0.15081407029487548	0.02666850170794796	0.03526054489961138	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	NFKB1	216	0.363908834351445	3.6436112254856304e-8	9.3337487789979e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	NFKBIA	216	-0.10684218673716046	0.11743611848411174	0.14114462154281532	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	RELA	216	0.008780766620226484	0.8979083650838301	0.910345333810014	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ACTA2	COL5A2	216	0.020659926886483524	0.7627221634841943	0.788519032897291	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CNN1	COL5A2	216	-0.05009060650913541	0.4639447301158851	0.505123925863796	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	MYL9	216	-0.09389132997535096	0.16914776115629074	0.19874861935864163	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	MYLK	216	0.4864549470701008	3.126534195869669e-14	1.4541640817247992e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	PXN	216	-0.1260207909120137	0.06449390111686593	0.08066254019238274	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	RHOA	216	0.28096786101287224	2.7880235085808375e-5	5.204232845239732e-5	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	ROCK1	216	0.4513580776146417	3.0758943024738296e-12	1.1668537009809387e-11	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	ROCK2	216	0.395603662820467	1.6584723181409312e-9	4.830449380625739e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TAGLN	216	-0.028428535705354904	0.6777963550841724	0.7112481140895017	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TLN1	216	0.19341382964788814	0.004329672276404826	0.006262386366746857	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	VASP	216	0.03958013312852022	0.5628873161251657	0.6004041725988688	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	VCL	216	0.4882673049214684	2.4313313284929234e-14	1.1487718922455983e-13	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	ZYX	216	0.004976244061015253	0.9420355914294927	0.9490498456075553	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	SERPINE1	216	0.2022827135355267	0.0028207748523760433	0.004177366406586744	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	SMAD2	216	0.41789256838019023	1.5392084274335649e-10	4.994597113728827e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	SMAD3	216	-0.016961383202943593	0.8042490853190478	0.8243737754705116	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	SMAD4	216	0.1663344407530454	0.014385260191635553	0.019594142252669318	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TGFB1	216	0.11108729563343216	0.10347971423116692	0.12545124193379317	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TGFBR1	216	0.3130151585515426	2.7039212109447815e-6	5.612742076647349e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TGFBR2	216	0.4092368330177782	3.956320385094289e-10	1.2165957658020661e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	THBS1	216	0.31505019111920834	2.3094501506311152e-6	4.838899541327044e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	AMOTL2	COL5A2	216	0.29197299324831205	1.2909984679615608e-5	2.4996999824147305e-5	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ANKRD1	COL5A2	216	0.2362348116693741	4.626932866481845e-4	7.545381756333615e-4	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TEAD1	216	0.46666071279724686	4.4354137334919477e-13	1.8219063771887346e-12	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TEAD2	216	0.024425153907524498	0.7211327612624024	0.7508996686186162	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TEAD3	216	-0.1260231724597816	0.06448881342262323	0.08066254019238274	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	TEAD4	216	0.05716071875111634	0.4032130451816175	0.4443105248607902	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	WWTR1	216	0.3445230355207849	2.0588454522980084e-7	4.905413524285276e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	COL5A2	YAP1	216	0.3633122566355874	3.849753898403992e-8	9.833610501358024e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	ACTB	COL5A2	216	-0.04850141106705247	0.478260212974865	0.5188124030448912	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CAV1	COL5A2	216	0.3624084592576715	4.183592485423873e-8	1.06376654028574e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE135251	CFL1	COL5A2	216	0.11423212946093665	0.09401136403019598	0.11490849723373257	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
